image,PSNR_dB,SSIM,LPIPS
000375,20.402867905945868,0.6025914476104269,0.2125629931688308
000376,21.45967471632021,0.5083278222853109,0.3350343704223633
000377,21.05472861136293,0.7409792380030398,0.2663812339305877
000378,21.25292859669821,0.7326121352816513,0.2714943885803222
000379,21.11134645774033,0.7475344218212441,0.2381078004837036
000380,28.099177997713117,0.8711336469181776,0.2071598470211029
000381,26.14749872158164,0.4858541473018527,0.4902868866920471
000382,25.95106878166392,0.4887319161261841,0.4357519745826721
000383,25.781064101271085,0.4645115940610692,0.3773345053195953
000384,31.832055762454893,0.9470928610207924,0.1168484985828399
000385,21.96327006214554,0.4412783708157809,0.5004574060440063
000386,21.94613758118335,0.4398308625739899,0.4411014318466186
000387,21.669092336789436,0.4400888552172566,0.4444234371185303
000388,26.514448998576285,0.7668915023556985,0.271502137184143
000389,30.91600553708635,0.805154184264943,0.2773209512233734
000390,32.49752005022102,0.9262850842681528,0.1222632154822349
000391,34.24030765181021,0.890465430495739,0.2262516766786575
000392,30.364710285422483,0.8611016516017318,0.2548528611660003
000393,32.19703668804256,0.7681401131997109,0.3793513774871826
000394,32.47246562618465,0.7758592101120949,0.4125590324401855
000395,34.319737200442376,0.8483556139163971,0.3538798093795776
000396,25.042265529586864,0.754294494857043,0.3039988875389099
000397,25.228165174639106,0.3224783362389542,0.796558678150177
000398,22.26711236780362,0.2190493824916181,0.8343425393104553
000399,21.253950897402586,0.199253891390349,0.86171555519104
